cohort_key,cohort_label,auc_demo_before,auc_demo_after,gap_before,gap_after
adni_tau180,ADNI tau180,0.7409018095316668,0.7409018095316668,0.05190801952816215,0.05190801952816215
oasis3_tau180,OASIS3 tau180,0.792809829059829,0.792809829059829,0.05190801952816215,0.05190801952816215
