cohort_key,cohort_label,cohort,window,endpoint_family,endpoint_label,supplement_only,n_subjects,n_pos,n_neg,n_missing_target,pos_rate,available_demo_features,available_severity_features,n_demo_features_available,n_severity_features_available,note,auc_ref,ap_ref,bal_acc_ref,f1_ref,auc_severity,ap_severity,bal_acc_severity,f1_severity,auc_demo,ap_demo,bal_acc_demo,f1_demo,auc_minus_all_cdr,ap_minus_all_cdr,bal_acc_minus_all_cdr,f1_minus_all_cdr,auc_minus_cdr_faq,ap_minus_cdr_faq,bal_acc_minus_cdr_faq,f1_minus_cdr_faq,auc_minus_cdr_moca,ap_minus_cdr_moca,bal_acc_minus_cdr_moca,f1_minus_cdr_moca,auc_minus_faq_moca,ap_minus_faq_moca,bal_acc_minus_faq_moca,f1_minus_faq_moca,auc_minus_moca,ap_minus_moca,bal_acc_minus_moca,f1_minus_moca,auc_minus_faq,ap_minus_faq,bal_acc_minus_faq,f1_minus_faq,auc_minus_cdr_global,ap_minus_cdr_global,bal_acc_minus_cdr_global,f1_minus_cdr_global,auc_minus_cdr_sumboxes,ap_minus_cdr_sumboxes,bal_acc_minus_cdr_sumboxes,f1_minus_cdr_sumboxes,auc_minus_fullstrip,ap_minus_fullstrip,bal_acc_minus_fullstrip,f1_minus_fullstrip,severity_retention_auc_frac,demo_retention_auc_frac,full_strip_retention_auc_frac,severity_minus_demo_auc,cdr_block_drop_auc,full_strip_drop_auc,moca_unique_drop_auc,faq_unique_drop_auc,cdr_global_unique_drop_auc,cdr_sumboxes_unique_drop_auc
nacc_strict_at_main,NACC strict A/T main,NACC,90d,strict_AT_binary,strict A+/T+ vs A-/T-,False,413,109,304,0,0.2639225181598063,age|education_years|apoe_e4_count|apoe_e4_carrier|sex,cdr_global|cdr_sumboxes|faq_total|moca,5,4,Different endpoint family from ADNI/OASIS. Reference and demo rows include tau_tracer in current NACC main outputs.,0.9279096586473636,0.8000787655933888,0.8609928323043077,0.7690289220916198,0.9008225108225107,0.752847136059904,0.8115414094102619,0.6832920584870296,0.7956505925768221,0.5886618972829251,0.7280235611383152,0.587944832944833,0.9214935064935064,0.7985107975970853,0.8456568022141792,0.752071481576098,0.9044996806472216,0.7735938956852328,0.8020921155347386,0.6951462349958589,0.9113306365765382,0.7866258526532575,0.8356042864239586,0.734882041705571,0.9214516357958982,0.8131964691266177,0.8466386345894543,0.7461768707482992,0.9215843446171316,0.8025449700849597,0.8513402171598893,0.7527759049461176,0.9286207508338656,0.8029354549171746,0.8642988432332694,0.7747800372385091,0.9265296998083884,0.8026011632989956,0.8566035057838336,0.76838543307546,0.9295695834220424,0.7971350656307805,0.8743854233198496,0.7851136570285506,0.87006919310198,0.7341638731822938,0.743956780923994,0.6121730121730121,0.9708084213022004,0.8574655788545851,0.9376658438605985,0.10517191824568861,0.0064161521538572686,0.05784046554538358,0.006325314030232065,-0.0007110921865020048,0.001379958838975237,-0.0016599247746788004
nacc_strict_at_tracer6,NACC strict A/T tracer-6,NACC,90d,strict_AT_binary,strict A+/T+ vs A-/T- (tracer-6 subset),True,296,97,199,0,0.3277027027027027,age|education_years|apoe_e4_count|apoe_e4_carrier|sex,cdr_global|cdr_sumboxes|faq_total|moca,5,4,Sensitivity row. Current tracer-6 outputs do not include separate demo-only or severity-only experiments.,0.9227864372469636,0.8366053445208121,0.8402159244264507,0.7668254885102599,,,,,,,,,0.9155118083670716,0.823018479575962,0.8448819163292847,0.7790051498406454,0.9001386639676113,0.8064220015518032,0.781002024291498,0.7026178626178627,0.9008940620782726,0.8080677821261159,0.7992914979757085,0.7232684931067135,0.9146379892037788,0.8367947176311897,0.8404082321187584,0.7705342898871715,0.9169784075573548,0.8369880958488849,0.8273819163292847,0.7552518978605935,0.9213076923076924,0.8465293199407287,0.8349460188933872,0.7656765220595008,0.9204841430499324,0.8368975688743776,0.8499527665317139,0.7827164036346246,0.9196612685560056,0.828523044660044,0.8377091767881242,0.7684944394594446,0.8525823211875844,0.761168857067082,0.7325843454790824,0.6436545576395201,,,0.9239215995969492,,0.007274628879892053,0.07020411605937926,0.005808029689608807,0.0014787449392712482,0.002302294197031207,0.0031251686909580245
