cohort_key,cohort_label,cohort,window,endpoint_family,endpoint_label,experiment,model,n_rows,n_subjects,n_pos,n_neg,n_features_used,numeric_features_used,categorical_features_used,roc_auc_mean,roc_auc_std,ap_mean,ap_std,bal_acc_mean,bal_acc_std,f1_mean,f1_std
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,reference_combined,logreg_balanced,438,438,78,360,7,age_h|apoe_e4_carrier_h|apoe_e4_count_h|education_years_h|cdr_sumboxes_h|faq_total_h,sex_h,0.8512152777777777,0.06280293525201558,0.6004447118495222,0.08503757813499857,0.7948611111111111,0.06699801913415973,0.5900149979219746,0.07740833413867998
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,reference_combined,random_forest_balanced,438,438,78,360,7,age_h|apoe_e4_carrier_h|apoe_e4_count_h|education_years_h|cdr_sumboxes_h|faq_total_h,sex_h,0.8442708333333334,0.0568737681509372,0.5350179692489894,0.05553211844407616,0.7625,0.08168626937826373,0.5651246554472361,0.1031508939202287
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,reference_combined,extra_trees_balanced,438,438,78,360,7,age_h|apoe_e4_carrier_h|apoe_e4_count_h|education_years_h|cdr_sumboxes_h|faq_total_h,sex_h,0.8184837962962963,0.07182028281942841,0.5715103348367309,0.07090868673384201,0.7476388888888889,0.08215556607459433,0.5309750442397798,0.10296815308444626
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,demo_only,logreg_balanced,438,438,78,360,5,age_h|apoe_e4_carrier_h|apoe_e4_count_h|education_years_h,sex_h,0.7429513888888889,0.05185744999128636,0.4115044657494947,0.05460501249625108,0.6740277777777777,0.07111545125644221,0.4246732026143791,0.08108329828145294
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,demo_only,extra_trees_balanced,438,438,78,360,5,age_h|apoe_e4_carrier_h|apoe_e4_count_h|education_years_h,sex_h,0.7280613425925926,0.06406828782111755,0.38593568451561944,0.05901500149282161,0.6970833333333333,0.06577001174125215,0.44958081432245567,0.07413966272977479
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,demo_only,random_forest_balanced,438,438,78,360,5,age_h|apoe_e4_carrier_h|apoe_e4_count_h|education_years_h,sex_h,0.7156307870370371,0.09443650182764829,0.36794093253315924,0.06453372053572362,0.6534722222222223,0.06597441516823112,0.4139900813712745,0.07983313644864265
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,severity_only,logreg_balanced,438,438,78,360,2,cdr_sumboxes_h|faq_total_h,,0.8378240740740741,0.05427028720904816,0.5312591762188762,0.06982535651963816,0.7579166666666668,0.04654871005094994,0.5522222222222222,0.05964199906446924
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,severity_only,random_forest_balanced,438,438,78,360,2,cdr_sumboxes_h|faq_total_h,,0.837673611111111,0.06693495529236253,0.5186459416082522,0.05285465500285972,0.7793055555555556,0.04331997657398227,0.5377243430354444,0.04671611614501402
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,severity_only,extra_trees_balanced,438,438,78,360,2,cdr_sumboxes_h|faq_total_h,,0.8375694444444445,0.06394632090934055,0.5259644447452624,0.10234040809803664,0.763888888888889,0.06629089699718478,0.5167843411140333,0.07110060930684366
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,minus_all_cdr,logreg_balanced,438,438,78,360,6,age_h|apoe_e4_carrier_h|apoe_e4_count_h|education_years_h|faq_total_h,sex_h,0.7576273148148147,0.06665410078011627,0.45814892770980276,0.08993444030920993,0.6879166666666666,0.0803248612406728,0.4386320220850225,0.08820754493129358
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,minus_all_cdr,extra_trees_balanced,438,438,78,360,6,age_h|apoe_e4_carrier_h|apoe_e4_count_h|education_years_h|faq_total_h,sex_h,0.7320428240740741,0.06540585347447336,0.3922423484055889,0.06086945934888881,0.6825,0.05716151040346067,0.434157874470543,0.06555482095170603
adni_tau90,ADNI tau90,ADNI,90d,tau_binary,tau positivity,minus_all_cdr,random_forest_balanced,438,438,78,360,6,age_h|apoe_e4_carrier_h|apoe_e4_count_h|education_years_h|faq_total_h,sex_h,0.725318287037037,0.08745022957434882,0.3868490265975371,0.07085801096259402,0.6794444444444444,0.08378189460854613,0.4425680090854149,0.09795657208367346
